label                                 , total_memory_mib_mean, total_memory_mib_std, total_memory_mib_var, total_memory_mib_skew, performance_state_mean, performance_state_std, performance_state_var, performance_state_skew, gpu_util_mean     , gpu_util_std       , gpu_util_var        , gpu_util_skew         , mem_util_mean      , mem_util_std       , mem_util_var       , mem_util_skew         , mem_total_mib_mean, mem_total_mib_std, mem_total_mib_var, mem_total_mib_skew, mem_used_mib_mean , mem_used_mib_std     , mem_used_mib_var        , mem_used_mib_skew    , mem_free_mib_mean  , mem_free_mib_std    , mem_free_mib_var        , mem_free_mib_skew    , mem_used_ratio_mean, mem_used_ratio_std    , mem_used_ratio_var    , mem_used_ratio_skew , temperature_c_mean, temperature_c_std   , temperature_c_var    , temperature_c_skew    , power_w_mean       , power_w_std         , power_w_var            , power_w_skew           , graphics_clock_mhz_mean, graphics_clock_mhz_std, graphics_clock_mhz_var, graphics_clock_mhz_skew, sm_clock_mhz_mean , sm_clock_mhz_std    , sm_clock_mhz_var      , sm_clock_mhz_skew     , memory_clock_mhz_mean, memory_clock_mhz_std, memory_clock_mhz_var , memory_clock_mhz_skew, pcie_curr_gen_mean, pcie_curr_gen_std  , pcie_curr_gen_var  , pcie_curr_gen_skew , pcie_curr_width_mean, pcie_curr_width_std, pcie_curr_width_var, pcie_curr_width_skew, pcie_max_gen_mean, pcie_max_gen_std, pcie_max_gen_var, pcie_max_gen_skew, pcie_max_width_mean, pcie_max_width_std, pcie_max_width_var, pcie_max_width_skew, pcie_throughput_tx_bytes_mean, pcie_throughput_tx_bytes_std, pcie_throughput_tx_bytes_var, pcie_throughput_tx_bytes_skew, pcie_throughput_rx_bytes_mean, pcie_throughput_rx_bytes_std, pcie_throughput_rx_bytes_var, pcie_throughput_rx_bytes_skew, throttle_reasons_mean, throttle_reasons_std, throttle_reasons_var, throttle_reasons_skew , energy_consumption_mj_mean, energy_consumption_mj_std, energy_consumption_mj_var, energy_consumption_mj_skew, matmul_gflops_mean , matmul_gflops_std   , matmul_gflops_var    , matmul_gflops_skew     , power_per_gpu_util_mean, power_per_gpu_util_std, power_per_gpu_util_var, power_per_gpu_util_skew, power_per_gflop_mean , power_per_gflop_std  , power_per_gflop_var   , power_per_gflop_skew , workload_time_s_mean, workload_time_s_std, workload_time_s_var, workload_time_s_skew
NVIDIA GeForce RTX 3050 4GB Laptop GPU,                4096.0,                  0.0,                  0.0,                   0.0,                    0.0,                   0.0,                   0.0,                    0.0, 28.033333333333335, 40.22049857656077  , 1617.6885057471268  , 1.1955094163932862    ,  7.3               ,  6.352572110082111 ,  40.355172413793085, 0.3815494892599587    ,             4096.0,               0.0,               0.0,                0.0, 2459.6            ,  78.87204828074394   ,   6220.800000000004     , -5.199469468957446   ,  1635.4            ,  78.87204828074394  ,   6220.800000000004     , 5.199469468957446    , 0.6005106608072917 , 0.01921686910843219   , 0.0003692880583306154 , -5.199469468957453  , 50.233333333333334,  0.5040069329937309 ,   0.2540229885057471 , 0.4005599080991558    ,  11.957366666666667,   1.7856393326864142,     3.1885078264367825 , 0.5793280123469882     ,       984.3            ,   375.8254501301332   , 141244.76896551726    , -1.0590596996812887    ,  984.3            , 375.8254501301332   , 141244.76896551726    , -1.0590596996812887   ,     7001.0           ,     0.0             ,        0.0           , 0.0                  , 4.0               , 0.0                , 0.0                , 0.0                ,                  4.0,                 0.0,                 0.0,                  0.0,               4.0,              0.0,              0.0,               0.0,                16.0,                0.0,                0.0,                 0.0,          570.8666666666667   ,         649.7441795434374   ,      422167.4988505746      , 5.160431401794503            ,          1684.1              ,        5648.482978213922    ,     31905359.955172416      , 4.815115162269078            ,   1.2                ,   1.864366398797596 ,   3.475862068965517 , 0.8728715609439691    ,         65299647.13333333 ,        107427.17084281775,        11540597035.291954, -0.04235816027174796      ,  1332.6827999999996,  1246.6470959220976 ,   1554128.9817709997 , 0.8988236150805757     ,     1.2570935598666342 ,    1.2903407024076397 ,    1.6649791282898407 , 2.2175667598946576     , 0.012241617029620191 , 0.00899058579468339  , 8.083063293156279e-05 , 1.2556028937735484   ,                  3.0,                 0.0,                 0.0,                  0.0
NVIDIA GeForce RTX 3050 4GB Laptop GPU,                4096.0,                  0.0,                  0.0,                   0.0,                    0.0,                   0.0,                   0.0,                    0.0, 25.966666666666665, 37.98682469718563  , 1442.9988505747122  , 1.3469112244740566    ,  7.966666666666667 ,  7.4624731655883645,  55.68850574712643 , 0.2844522204769168    ,             4096.0,               0.0,               0.0,                0.0, 2474.0            ,   0.0                ,      0.0                , 0.0                  ,  1621.0            ,   0.0               ,      0.0                , 0.0                  , 0.6040191650390625 , 0.0                   , 0.0                   , 0.0                 , 50.666666666666664,  0.6608945522512667 ,   0.4367816091954023 , 0.45899031540652724   ,  12.044666666666668,   2.0141571923269295,     4.056829195402299  , 0.3387304411599351     ,      1042.7666666666667,   334.1154749105653   , 111633.15057471259    , -1.5007574954323217    , 1042.7666666666667, 334.1154749105653   , 111633.15057471259    , -1.5007574954323217   ,     7001.0           ,     0.0             ,        0.0           , 0.0                  , 4.0               , 0.0                , 0.0                , 0.0                ,                  4.0,                 0.0,                 0.0,                  0.0,               4.0,              0.0,              0.0,               0.0,                16.0,                0.0,                0.0,                 0.0,          460.23333333333335  ,          37.91886377365569  ,        1437.8402298850579   , 0.4527395827557634           ,           435.6666666666667  ,          71.42458445358864  ,         5101.471264367815   , 0.5830823961177443           ,   0.9333333333333333 ,   1.7207322686083049,   2.9609195402298836, 1.2609766499825612    ,         65488209.233333334,        113466.1817260782 ,        12874574395.495401, 0.022473035481624895      ,  1421.708          ,  1302.5411303146548 ,   1696613.3961613784 , 0.4201603890414957     ,     1.270036466443087  ,    1.116247509926944  ,    1.2460085034181028 , 0.5675985941866718     , 0.013911784632186777 , 0.011518651091648662 , 0.00013267932297113892, 0.6626654381316031   ,                  3.0,                 0.0,                 0.0,                  0.0
NVIDIA GeForce RTX 3050 4GB Laptop GPU,                4096.0,                  0.0,                  0.0,                   0.0,                    0.0,                   0.0,                   0.0,                    0.0, 24.0              , 38.68261660728508  , 1496.344827586207   , 1.3913342849217931    ,  6.333333333333333 ,  7.140623624525132 ,  50.98850574712643 , 0.6797159371312352    ,             4096.0,               0.0,               0.0,                0.0, 2474.0            ,   0.0                ,      0.0                , 0.0                  ,  1621.0            ,   0.0               ,      0.0                , 0.0                  , 0.6040191650390625 , 0.0                   , 0.0                   , 0.0                 , 50.6              ,  0.6746646676632053 ,   0.4551724137931033 , 0.6578429336242053    ,  11.736133333333335,   2.1288661824991504,     4.532071222988505  , 0.5376223564635982     ,      1033.0333333333333,   355.11974506261026  , 126110.03333333333    , -1.5272687987668445    , 1033.0333333333333, 355.11974506261026  , 126110.03333333333    , -1.5272687987668445   ,     7001.0           ,     0.0             ,        0.0           , 0.0                  , 4.0               , 0.0                , 0.0                , 0.0                ,                  4.0,                 0.0,                 0.0,                  0.0,               4.0,              0.0,              0.0,               0.0,                16.0,                0.0,                0.0,                 0.0,          474.9               ,          66.6231553409639   ,        4438.644827586207    , 3.31216100988231             ,           420.96666666666664 ,          75.41402198957219  ,         5687.274712643677   , 0.6276682841242927           ,   0.8                ,   1.6273524086899451,   2.648275862068966 , 1.5                   ,         65670163.833333336,        100770.04095227405,        10154601153.52299 , -0.07848975652157443      ,  1305.5900000000001,  1369.4466599877937 ,   1875384.1545517242 , 0.5215689822935988     ,     1.5163423381440848 ,    1.230646465391814  ,    1.5144907227813658 , 0.054939694393206694   , 0.01765284232024034  , 0.01367510168848996  , 0.00018700840619054096, 0.19347451502666327  ,                  3.0,                 0.0,                 0.0,                  0.0
NVIDIA GeForce RTX 3050 4GB Laptop GPU,                4096.0,                  0.0,                  0.0,                   0.0,                    0.0,                   0.0,                   0.0,                    0.0, 22.533333333333335, 39.368054030659415 , 1549.8436781609191  , 1.4056534631803435    ,  4.933333333333334 ,  6.947752468807168 ,  48.271264367816094, 0.9056233662290252    ,             4096.0,               0.0,               0.0,                0.0, 2474.0            ,   0.0                ,      0.0                , 0.0                  ,  1621.0            ,   0.0               ,      0.0                , 0.0                  , 0.6040191650390625 , 0.0                   , 0.0                   , 0.0                 , 50.333333333333336,  0.47946330148538413,   0.22988505747126434, 0.7071067811865328    ,  11.314066666666667,   2.122751645182836 ,     4.5060745471264365 , 0.854566661727484      ,      1032.5666666666666,   355.99793522583457  , 126734.5298850575     , -1.5256647953071591    , 1032.5666666666666, 355.99793522583457  , 126734.5298850575     , -1.5256647953071591   ,     7001.0           ,     0.0             ,        0.0           , 0.0                  , 4.0               , 0.0                , 0.0                , 0.0                ,                  4.0,                 0.0,                 0.0,                  0.0,               4.0,              0.0,              0.0,               0.0,                16.0,                0.0,                0.0,                 0.0,          500.9               ,         115.34635997126519  ,       13304.782758620688    , 2.1297104173556325           ,           417.73333333333335 ,          78.91939726307984  ,         6228.271264367814   , 0.5276339149501641           ,   0.9333333333333333 ,   1.720732268608305 ,   2.960919540229884 , 1.260976649982561     ,         65844627.63333333 ,        106134.63749748707,        11264561276.722988, 0.059778691697322646      ,  1006.3606666666669,  1409.3811329235675 ,   1986355.177840919  , 0.9379936804575023     ,     1.0003641635107474 ,    1.1032988141030824 ,    1.2172682732012678 , 0.7412012105297369     , 0.016147097324402268 , 0.014731597307723776 , 0.0002170199592369344 , 0.483986520979977    ,                  3.0,                 0.0,                 0.0,                  0.0
NVIDIA GeForce RTX 3050 4GB Laptop GPU,                4096.0,                  0.0,                  0.0,                   0.0,                    0.0,                   0.0,                   0.0,                    0.0, 17.466666666666665, 29.334848445719523 ,  860.5333333333332  , 2.147355445771368     ,  7.2               ,  7.915066383933174 ,  62.648275862068964, 0.3285861374892545    ,             4096.0,               0.0,               0.0,                0.0, 2474.0            ,   0.0                ,      0.0                , 0.0                  ,  1621.0            ,   0.0               ,      0.0                , 0.0                  , 0.6040191650390625 , 0.0                   , 0.0                   , 0.0                 , 50.6              ,  0.4982728791224399 ,   0.24827586206896562, -0.4082482904638713   ,  11.6853           ,   2.031735628844767 ,     4.127949665517241  , 0.35764793740705875    ,      1124.8            ,   250.82600096206275  ,  62913.6827586207     , -2.667079382147421     , 1124.8            , 250.82600096206275  ,  62913.6827586207     , -2.667079382147421    ,     7001.0           ,     0.0             ,        0.0           , 0.0                  , 4.0               , 0.0                , 0.0                , 0.0                ,                  4.0,                 0.0,                 0.0,                  0.0,               4.0,              0.0,              0.0,               0.0,                16.0,                0.0,                0.0,                 0.0,          491.1333333333333   ,         107.23796720003324  ,       11499.981609195405    , 2.171823679641692            ,           422.6333333333333  ,          73.0939326381181   ,         5342.722988505748   , 0.6469876065812555           ,   0.5333333333333333 ,   1.3829836145670418,   1.9126436781609202, 2.157277486520024     ,         66024075.333333336,        106260.76652803911,        11291350503.126436, -0.006398150068511642     ,  1168.6290000000001,  1311.9774532712324 ,   1721284.837892069  , 0.42643396200815215    ,     0.6566648975259847 ,    0.3826102946678647 ,    0.1463906375858303 , 0.663981122935415      , 0.0058966093632577595, 0.0025894899416317838, 6.7054581578121785e-06, 1.3066699159037578   ,                  3.0,                 0.0,                 0.0,                  0.0
NVIDIA GeForce RTX 3050 4GB Laptop GPU,                4096.0,                  0.0,                  0.0,                   0.0,                    0.0,                   0.0,                   0.0,                    0.0, 20.366666666666667, 28.152887196010006 ,  792.5850574712642  , 2.1692383419501606    ,  9.7               ,  7.423866452425466 ,  55.11379310344828 , -0.07283649162523999  ,             4096.0,               0.0,               0.0,                0.0, 2474.0            ,   0.0                ,      0.0                , 0.0                  ,  1621.0            ,   0.0               ,      0.0                , 0.0                  , 0.6040191650390625 , 0.0                   , 0.0                   , 0.0                 , 50.9              ,  0.4025778999364488 ,   0.1620689655172414 , -0.8385682958704809   ,  12.318000000000001,   1.7791983665646187,     3.165546827586207  , -0.12782106851608452   ,      1123.0333333333333,   254.54292820436117  ,  64792.102298850565   , -2.6667708171135773    , 1123.0333333333333, 254.54292820436117  ,  64792.102298850565   , -2.6667708171135773   ,     7001.0           ,     0.0             ,        0.0           , 0.0                  , 4.0               , 0.0                , 0.0                , 0.0                ,                  4.0,                 0.0,                 0.0,                  0.0,               4.0,              0.0,              0.0,               0.0,                16.0,                0.0,                0.0,                 0.0,          466.76666666666665  ,          52.559774400747486 ,        2762.529885057471    , -0.43144628828757237         ,           447.03333333333336 ,          83.22776531627069  ,         6926.8609195402305  , 0.5375248770669526           ,   0.6666666666666666 ,   1.5161960871578068,   2.298850574712644 , 1.788854381999832     ,         66208923.1        ,        113055.84010791701,        12781622982.506899, 0.043351729631140444      ,  1423.1973333333335,  1172.2922671090507 ,   1374269.159523678  , 0.043275320944051614   ,     0.9695188076416337 ,    0.7122327141332172 ,    0.5072754390815691 , 1.3531443891549928     , 0.010058763978035599 , 0.010169485095997039 , 0.0001034184271177059 , 2.3489182686286414   ,                  3.0,                 0.0,                 0.0,                  0.0
NVIDIA GeForce RTX 3050 4GB Laptop GPU,                4096.0,                  0.0,                  0.0,                   0.0,                    0.0,                   0.0,                   0.0,                    0.0, 19.7              , 28.034646052881513 ,  785.9413793103449  , 2.2853050536260016    ,  9.266666666666667 ,  6.812429478702796 ,  46.409195402298856, 0.2594412945798616    ,             4096.0,               0.0,               0.0,                0.0, 2474.0            ,   0.0                ,      0.0                , 0.0                  ,  1621.0            ,   0.0               ,      0.0                , 0.0                  , 0.6040191650390625 , 0.0                   , 0.0                   , 0.0                 , 50.9              ,  0.40257789993644877,   0.16206896551724134, -0.8385682958704807   ,  12.226166666666666,   1.6363497662392548,     2.677640557471264  , 0.1724188310473913     ,      1123.0333333333333,   254.5429282043612   ,  64792.10229885058    , -2.6667708171135773    , 1123.0333333333333, 254.5429282043612   ,  64792.10229885058    , -2.6667708171135773   ,     7001.0           ,     0.0             ,        0.0           , 0.0                  , 4.0               , 0.0                , 0.0                , 0.0                ,                  4.0,                 0.0,                 0.0,                  0.0,               4.0,              0.0,              0.0,               0.0,                16.0,                0.0,                0.0,                 0.0,          461.8333333333333   ,          50.95778058647032  ,        2596.6954022988516   , 0.2673027201482311           ,           460.06666666666666 ,          85.74578840902366  ,         7352.340229885057   , 0.28087100118446795          ,   0.6666666666666666 ,   1.5161960871578068,   2.298850574712644 , 1.7888543819998317    ,         66399154.53333333 ,        111296.65740735692,        12386945950.050575, -0.07193085599436612      ,  1455.948          ,  1106.2577803580677 ,   1223806.276602759  , 0.2904001007504387     ,     1.1952760388162562 ,    0.799207598616844  ,    0.6387327856869024 , 0.7731233990232343     , 0.010621562999803588 , 0.0094446561185731   , 8.920152919810029e-05 , 2.3821841541501105   ,                  3.0,                 0.0,                 0.0,                  0.0
NVIDIA GeForce RTX 3050 4GB Laptop GPU,                4096.0,                  0.0,                  0.0,                   0.0,                    0.0,                   0.0,                   0.0,                    0.0, 16.833333333333332, 28.587534458864788 ,  817.2471264367817  , 2.4304495197022313    ,  6.966666666666667 ,  5.96821080642139  ,  35.61954022988506 , 0.7167220281860992    ,             4096.0,               0.0,               0.0,                0.0, 2474.0            ,   0.0                ,      0.0                , 0.0                  ,  1621.0            ,   0.0               ,      0.0                , 0.0                  , 0.6040191650390625 , 0.0                   , 0.0                   , 0.0                 , 50.56666666666667 ,  0.5040069329937309 ,   0.2540229885057471 , -0.26906911759854485  ,  11.496633333333333,   1.5129864389239636,     2.2891279643678164 , 0.9052712829420162     ,      1120.5333333333333,   263.9960466440325   ,  69693.9126436782     , -2.6727020161901436    , 1120.5333333333333, 263.9960466440325   ,  69693.9126436782     , -2.6727020161901436   ,     7001.0           ,     0.0             ,        0.0           , 0.0                  , 4.0               , 0.0                , 0.0                , 0.0                ,                  4.0,                 0.0,                 0.0,                  0.0,               4.0,              0.0,              0.0,               0.0,                16.0,                0.0,                0.0,                 0.0,          455.26666666666665  ,          51.83257751601807  ,        2686.616091954022    , 0.6960444699416497           ,           417.73333333333335 ,          70.02557824963249  ,         4903.581609195402   , 0.7933509916766192           ,   0.4                ,   1.2205143065174586,   1.4896551724137927, 2.6666666666666683    ,         66582180.2        ,        105071.94016429722,        11040112609.889656, 0.03480347565975482       ,  1190.9586666666667,  1103.4803318052022 ,   1217668.8426809192 , 0.9565900790237567     ,     1.3417613316132337 ,    0.8064355704222782 ,    0.6503383292423052 , 0.372632003146475      , 0.0113631523590169   , 0.007120048756981688 , 5.0695094301796476e-05, 1.2567517096216183   ,                  3.0,                 0.0,                 0.0,                  0.0
NVIDIA GeForce RTX 3050 4GB Laptop GPU,                4096.0,                  0.0,                  0.0,                   0.0,                    0.0,                   0.0,                   0.0,                    0.0, 17.2              , 28.85206022644388  ,  832.4413793103448  , 2.311489415623553     ,  7.2               ,  6.850119555966486 ,  46.92413793103449 , 0.45818831567133933   ,             4096.0,               0.0,               0.0,                0.0, 2474.0            ,   0.0                ,      0.0                , 0.0                  ,  1621.0            ,   0.0               ,      0.0                , 0.0                  , 0.6040191650390625 , 0.0                   , 0.0                   , 0.0                 , 50.4              ,  0.4982728791224399 ,   0.24827586206896562, 0.40824829046387145   ,  11.512933333333335,   1.7059676985528616,     2.910325788505747  , 0.6726743432966981     ,      1120.5333333333333,   263.9960466440325   ,  69693.91264367818    , -2.672702016190143     , 1120.5333333333333, 263.9960466440325   ,  69693.91264367818    , -2.672702016190143    ,     7001.0           ,     0.0             ,        0.0           , 0.0                  , 4.0               , 0.0                , 0.0                , 0.0                ,                  4.0,                 0.0,                 0.0,                  0.0,               4.0,              0.0,              0.0,               0.0,                16.0,                0.0,                0.0,                 0.0,          458.56666666666666  ,          41.79067981667957  ,        1746.4609195402293   , 0.46767669279924495          ,           412.8666666666667  ,          59.98950099713329  ,         3598.740229885056   , 0.7663839959599814           ,   0.5333333333333333 ,   1.3829836145670418,   1.9126436781609202, 2.157277486520024     ,         66759569.03333333 ,        105492.08965849568,        11128580980.51609 , -0.011725375730016393     ,   949.7900000000002,  1096.0129681997694 ,   1201244.426462069  , 1.1938815300942838     ,     1.1867932814539959 ,    0.8333367457321318 ,    0.6944501317874197 , 0.606894554553301      , 0.014450780595703483 , 0.00937291295957716  , 8.785149734780947e-05 , 0.4450834319061724   ,                  3.0,                 0.0,                 0.0,                  0.0
NVIDIA GeForce RTX 3050 4GB Laptop GPU,                4096.0,                  0.0,                  0.0,                   0.0,                    0.0,                   0.0,                   0.0,                    0.0, 17.333333333333332, 29.123202425904843 ,  848.1609195402298  , 2.221093832517737     ,  7.333333333333333 ,  7.567322367660305 ,  57.26436781609196 , 0.362607247762889     ,             4096.0,               0.0,               0.0,                0.0, 2474.0            ,   0.0                ,      0.0                , 0.0                  ,  1621.0            ,   0.0               ,      0.0                , 0.0                  , 0.6040191650390625 , 0.0                   , 0.0                   , 0.0                 , 50.53333333333333 ,  0.507416263404925  ,   0.25747126436781614, -0.13363062095620076  ,  11.876066666666668,   1.9458266027105529,     3.7862411678160917 , 0.139483420505172      ,      1120.2666666666667,   264.90296640316313  ,  70173.58160919539    , -2.6761025790930413    , 1120.2666666666667, 264.90296640316313  ,  70173.58160919539    , -2.6761025790930413   ,     7001.0           ,     0.0             ,        0.0           , 0.0                  , 4.0               , 0.0                , 0.0                , 0.0                ,                  4.0,                 0.0,                 0.0,                  0.0,               4.0,              0.0,              0.0,               0.0,                16.0,                0.0,                0.0,                 0.0,          486.23333333333335  ,         103.05227442598157  ,       10619.771264367813    , 1.9500238167951396           ,           437.3333333333333  ,          93.09555096348807  ,         8666.781609195403   , 1.5684363613033347           ,   0.5333333333333333 ,   1.3829836145670418,   1.9126436781609202, 2.157277486520024     ,         66939468.13333333 ,        107650.75528211215,        11588685112.809196, 0.039383695045735675      ,  1142.8253333333337,  1227.181986893868  ,   1505975.628956782  , 0.6228893856140372     ,     1.0349542056048007 ,    0.8648378334874148 ,    0.7479444782312055 , 1.3531914264168903     , 0.01096128116847187  , 0.00863435243569093  , 7.455204198372188e-05 , 1.039735018883887    ,                  3.0,                 0.0,                 0.0,                  0.0
